Account,total_pnl,win_rate,avg_profit_per_trade,profit_factor,gross_profit,gross_loss,max_drawdown,max_drawdown_pct,sharpe_ratio,roi_pct,trade_size_volatility,avg_trade_size_usd,median_trade_size_usd,max_trade_size_usd,position_concentration_pct,risk_reward_ratio,avg_win,avg_loss,max_consecutive_losses,max_consecutive_wins,total_trades,trading_period_days,trades_per_day,trades_per_week,active_trading_days,avg_holding_time_hours,median_holding_time_hours,total_volume_usd,total_volume_tokens,trades_asian_session,trades_european_session,trades_american_session,preferred_session,trading_intensity,avg_position_size_usd,position_size_baseline,position_size_cv,aggressive_sizing_events,aggressive_sizing_pct,very_aggressive_sizing_events,buy_count,sell_count,buy_sell_ratio,buy_pct,sell_pct,directional_consistency_score,dominant_direction
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,103343.716161,35.34452400516492,12.130967972884141,3.5103038328556604,144511.528124,41167.811963,-17424.88991599998,-16.838945006833942,2.181073156467389,2.3440173911262465,674.1199485730284,517.5289235825802,332.86,15000.0,0.3402264034333471,0.7601189302629991,47.994529433410825,63.14081589417178,9,24,8519,1,8519.0,59633.0,1,6.522136130025306e-07,0.0,4408828.9,6537135.022814671,8519,0,0,Asian,8519.0,517.5289235825802,332.86,1.3025744414562415,979,11.491959150134992,379,4076,4443,0.91739815440018,47.845991313534455,52.154008686465545,52.154008686465545,SELL
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,677747.0506429999,48.62258953168045,155.58931373806243,52.80460926288537,690829.806411,13082.755768000003,-7577.270000000019,-1.1180083227431465,2.8875807876508874,1.7126523635157165,29246.698238411747,9084.699093204776,1395.1550000000002,610194.33,1.541948077069338,2.867105790949867,326.17082455665724,113.76309363478263,12,161,4356,1,4356.0,30492.0,1,1.2756729174639623e-06,0.0,39572949.25,15980552.81432,4356,0,0,Asian,4356.0,9084.699093204776,1395.1550000000002,3.2193359337887077,467,10.720844811753903,328,2115,2241,0.9437751004016064,48.553719008264466,51.446280991735534,51.446280991735534,SELL
0x4f93fead39b70a1824f981a54d4e55b278e9f760,308975.86971600004,36.03639240506329,40.74048915031646,2.4320986023453925,524726.2860699999,215750.416354,-109692.418396,-35.50193472519523,0.9848355271132591,0.2382739593586803,27408.485462753688,17098.171054852322,7755.139999999999,548305.49,0.42283858658764334,0.19221855035002006,191.99644568971823,998.8445201574074,22,26,7584,1,7584.0,53088.0,1,1.465265872492564e-06,0.0,129672529.28,10288.388851570002,7584,0,0,Asian,7584.0,17098.17105485232,7755.139999999999,1.6030068581502097,1210,15.954641350210972,586,4172,3412,1.2227432590855802,55.01054852320675,44.98945147679325,55.01054852320675,BUY
0x513b8629fe877bb581bf244e326a047b249c4ff1,840422.5552160001,40.119320039228505,68.68441935403727,5.902045349745262,1011865.7988529999,171443.243637,-63523.622152999975,-7.558533711255938,1.7052348893761697,0.19968386038996624,131938.8241869084,34396.58028440667,3176.315,3921430.72,0.9317294253485989,0.6889126065194613,206.1246280002037,299.2028684764398,65,112,12236,1,12236.0,85652.0,1,4.540707442219498e-07,0.0,420876556.36,438268.67053,12236,0,0,Asian,12236.0,34396.58028440667,3176.315,3.8358122550549445,1420,11.605099705786206,946,6368,5868,1.0852079072937968,52.04315135665251,47.9568486433475,52.043151356652494,BUY
0x6d6a4b953f202f8df5bed40692e7fd865318264a,108731.216772,43.17948717948718,111.51919668923077,1162.6261555583026,108824.81936200001,93.60258999999999,-60.57859999999346,-0.055714082669581055,3.774685570583647,14.934426920752456,1190.8091199678151,746.7256512820513,356.27,12327.5,1.6932041536114366,13.807911586203119,258.491257391924,18.720518,1,250,975,1,975.0,6825.0,1,5.703855806525211e-06,0.0,728057.51,1060363.16160212,975,0,0,Asian,975.0,746.7256512820513,356.27,1.594707665289546,118,12.102564102564102,76,363,612,0.5931372549019608,37.230769230769226,62.76923076923077,62.769230769230774,SELL
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,429355.565915,34.59119496855346,270.0349471163522,7.446678113925913,495956.621269,66601.055354,-49969.79520499997,-11.498797279233495,1.697530195141387,3.741823447559583,30051.7719958198,7216.667245283018,1001.01,921670.14,8.032333139592447,2.5318705587348105,901.7393113981818,356.1553762245989,28,114,1590,1,1590.0,11130.0,1,3.4962590028669323e-06,0.0,11474500.919999998,708355.6599999999,1590,0,0,Asian,1590.0,7216.667245283019,1001.01,4.164217494642327,181,11.383647798742139,130,598,992,0.6028225806451613,37.61006289308176,62.38993710691824,62.38993710691824,SELL
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,403011.504159,30.629370629370626,281.8262266846154,10.274501955259113,446465.212628,43453.708469000005,-12775.548499999917,-3.159619947446047,2.8110495170022607,13.20853622676709,4815.727019955706,2133.6673636363635,524.725,59372.72,1.9459164686581705,2.95567864466358,1019.3269694703197,344.8707021349207,23,59,1430,1,1430.0,10010.0,1,3.887722572117254e-06,0.0,3051144.33,2986742.91,1430,0,0,Asian,1430.0,2133.6673636363635,524.725,2.2570186440628515,177,12.377622377622377,122,639,791,0.8078381795195955,44.68531468531469,55.31468531468532,55.314685314685306,SELL
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,379095.406711,81.08763772364298,38.3195599627009,8.604446854939278,428947.212364,49851.805653,-18684.0456650001,-4.9285866655840715,3.5259762868779667,1.4733883183758627,6736.344370043919,2600.7780491256444,502.93,62045.14,0.2411440045689754,0.6843227491213238,53.47135531837447,78.1376264153605,19,239,9893,1,9893.0,69251.0,1,1.1232421260726962e-06,0.0,25729497.24,560933936.84636,9893,0,0,Asian,9893.0,2600.7780491256444,502.93,2.5901265862762073,990,10.00707571009805,746,4929,4964,0.9929492344883158,49.82310724754877,50.17689275245123,50.17689275245123,SELL
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,14900.443047,45.22129570237332,9.557692781911483,7.440123791525201,17214.131965,2313.6889180000003,-891.5882180000062,-5.983635622026124,2.0909753313052617,0.2549488012924733,11587.917664542398,3748.867511225144,591.28,144186.1,2.4670456604602657,0.4326880502872812,24.41720846099291,56.43143702439025,11,33,1559,1,1559.0,10913.0,1,1.782912565967765e-06,0.0,5844484.449999999,255504.48008,1559,0,0,Asian,1559.0,3748.867511225144,591.28,3.091044863507441,156,10.006414368184734,113,691,868,0.7960829493087558,44.32328415651058,55.67671584348942,55.67671584348941,SELL
0x8170715b3b381dffb7062c0298972d4727a0a63b,-167621.12478100002,38.274288198217775,-36.43145507085416,0.657741578049113,322129.058211,489750.182992,-393685.8197219999,-192.64689836768667,-0.35097632974426574,-1.6524558514981076,6870.650796860734,2204.685531406216,524.38,214400.0,2.113615065070563,0.2166326605726778,182.92393992674616,844.3968672275862,48,192,4601,1,4601.0,32207.0,1,1.2077294685990338e-06,0.0,10143758.129999999,6480422.20634,4601,0,0,Asian,4601.0,2204.6855314062163,524.38,3.11638585140006,512,11.128015648772006,307,2262,2339,0.967079948696024,49.163225385785694,50.8367746142143,50.8367746142143,SELL
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,65513.65790600001,33.01936159079016,34.282395555206705,12.641428628626457,71141.288328,5627.630422,-3625.1239680000003,-5.5333866003961845,1.6706271256498282,0.545984759831835,29024.43693117841,6279.002286760859,1142.77,606568.35,5.0550844737065415,1.6628186627194865,112.74372159746433,67.8027761686747,14,25,1911,1,1911.0,13377.0,1,2.9086678301337988e-06,0.0,11999173.370000001,1286673.6313200002,1911,0,0,Asian,1911.0,6279.002286760859,1142.77,4.622460003299535,140,7.326007326007327,119,1155,756,1.5277777777777777,60.43956043956044,39.56043956043956,60.439560439560445,BUY
0x8477e447846c758f5a675856001ea72298fd9cb5,43917.00897600001,26.19682624349913,2.92819102386985,1.6330180218206145,113294.19487299999,69377.185897,-33320.70328099975,-43.151738178174476,0.677474585012513,0.3569099533950156,1368.050391008886,820.4285131350847,499.94,49999.83,0.40634454420179134,1.0931120889254813,28.83537665385594,26.379158135741445,78,34,14998,1,14998.0,104986.0,1,5.556666888933342e-07,0.0,12304786.84,116349673.59086393,14998,0,0,Asian,14998.0,820.4285131350847,499.94,1.6674827472550737,1879,12.528337111614881,1028,6964,8034,0.8668160318645756,46.432857714361916,53.567142285638084,53.567142285638084,SELL
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,126578.94213400001,28.538663171690693,41.47409637418087,191.40172481457284,127243.74148,664.799346,-345.0622799999983,-0.2726063863250691,2.9873752713119246,1.1515178832267305,11484.612555369225,3601.689298820446,1125.1599999999999,400000.0,3.6388924217985688,4.614737337664787,146.0892554305396,31.657111714285715,11,69,3052,1,3052.0,21364.0,1,1.8208966094905133e-06,0.0,10992355.74,4985260.98240795,3052,0,0,Asian,3052.0,3601.689298820445,1125.1599999999999,3.188673870100469,284,9.305373525557012,168,2104,948,2.219409282700422,68.93840104849279,31.061598951507207,68.93840104849279,BUY
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,106302.875256,34.57866068567767,6.81210350887536,11.471318148407194,116454.689359,10151.814102999999,-8375.801536000028,-7.879186255150042,1.5848016923657073,0.5350400769058187,4847.366329069606,1273.1950003204101,536.7,414876.88,2.0881444386812786,0.35077233033491234,21.581669636582653,61.526146078787875,16,87,15605,1,15605.0,109235.0,1,3.5603406533937166e-07,0.0,19868207.98,4164181.7065657,15605,0,0,Asian,15605.0,1273.1950003204101,536.7,3.8072458090471053,1517,9.721243191284845,842,9983,5622,1.7757025969405906,63.97308554950336,36.02691445049663,63.97308554950336,BUY
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,72846.484272,57.31414868105516,174.6918088057554,5.095726132351362,90632.459681,17785.975409,-14505.50575,-19.90960987690851,2.841138484575481,8.452737260930318,8159.984370439795,2066.689208633093,220.86,97708.22,11.337567216138513,0.3411364774795891,379.2153124728033,1111.6234630625,4,50,417,1,417.0,2919.0,1,1.3354700854700855e-05,0.0,861809.3999999999,701612.05811735,417,0,0,Asian,417.0,2066.6892086330936,220.86,3.9483364679863002,30,7.194244604316546,24,156,261,0.5977011494252874,37.410071942446045,62.589928057553955,62.589928057553955,SELL
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,67845.619531,40.852575488454704,120.50731710657195,inf,67845.619531,0.0,0.0,0.0,4.028969508011319,4.04462735500443,5479.97463842311,2979.4417761989343,1125.47,42981.41,2.562343565353225,0.0,294.9809544826087,0.0,0,25,563,1,563.0,3941.0,1,9.885330170027678e-06,0.0,1677425.72,6627804.49860239,563,0,0,Asian,563.0,2979.4417761989343,1125.47,1.8392622007919441,69,12.25577264653641,47,332,231,1.4372294372294372,58.96980461811723,41.03019538188277,58.96980461811723,BUY
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,21758.831753,32.20973782771536,40.746875941947565,6.634409008161731,25620.608865999995,3861.777112999999,-2198.1035040000024,-9.779922167862198,2.243886981950938,0.48914681962659345,23356.934822079722,8330.193370786517,1000.8,174720.0,3.9277721017064753,2.23718443298477,148.95702829069765,66.58236401724136,13,20,534,1,534.0,3738.0,1,5.211590577444236e-06,0.0,4448323.26,71.58485999999999,534,0,0,Asian,534.0,8330.193370786517,1000.8,2.8038886712991715,59,11.04868913857678,46,304,230,1.3217391304347825,56.92883895131086,43.07116104868914,56.928838951310865,BUY
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2143382.597689,33.713432430597976,145.48174829898866,36.09561574355101,2204455.2574010007,61072.659712,-14790.529488999999,-0.6900554994216697,1.6807909617599708,3.7906746576209835,9379.337112904735,3837.8853750084845,623.3,102878.22,0.1819450534849127,9.534416721469483,443.8202652307229,46.54928331707317,43,165,14733,1,14733.0,103131.0,1,9.42770084773886e-07,0.0,56543565.230000004,90349567.01146412,14733,0,0,Asian,14733.0,3837.885375008484,623.3,2.4438815119338946,1636,11.104323627231386,1090,6703,8030,0.8347447073474471,45.49650444580194,54.503495554198054,54.50349555419807,SELL
0xb899e522b5715391ae1d4f137653e7906c5e2115,22488.50082100001,43.861099627945435,4.648305254443987,1.2414583601225255,115624.645743,93136.14492199999,-30519.895123999995,-80.42494360965739,0.22220188401222077,0.020654952222980652,50466.72580621455,22504.5558288549,5333.95,1613842.3,1.4822613506898472,0.3036366111704009,54.48852297031103,179.45307306743737,37,40,4838,1,4838.0,33866.0,1,0.0,0.0,108877041.10000001,1297052.73808,4838,0,0,Asian,4838.0,22504.555828854896,5333.95,2.2425115247778846,711,14.696155436130631,440,2368,2470,0.9587044534412955,48.9458453906573,51.0541546093427,51.0541546093427,SELL
0xbaaaf6571ab7d571043ff1e313a9609a10637864,940163.80622,46.75821064552662,44.364090516232544,27208.36984692125,940198.3617029999,34.555483,-11.223917999886908,-0.0011938257913813454,1.240409110928665,1.3818553480442173,13865.426309333483,3210.4728312570787,595.315,1120971.6,1.6476071406041872,241.63251049844285,94.88327396336663,0.3926759431818182,20,678,21192,1,21192.0,148344.0,1,1.3108290207058553e-07,0.0,68036340.24000001,4425939.38073,21192,0,0,Asian,21192.0,3210.4728312570787,595.315,4.3188112898324675,2475,11.678935447338619,1863,11195,9997,1.1198359507852356,52.8265383163458,47.17346168365421,52.82653831634578,BUY
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,220519.06185300002,32.75274517228323,83.49831952025748,1.652195415029302,558637.142372,338118.08051899995,-191767.0385139997,-46.513098147935786,0.8660392358076344,1.0633886119181573,29811.301964077207,7852.098337750852,1047.88,643980.69,3.1054083319912364,0.595936380912303,645.8232859791908,1083.7117965352563,23,69,2641,1,2641.0,18487.0,1,2.1043771043771047e-06,0.0,20737391.71,10148425.69759,2641,0,0,Asian,2641.0,7852.098337750852,1047.88,3.796603236710909,265,10.034078000757289,193,1193,1448,0.8238950276243094,45.17228322605074,54.82771677394926,54.82771677394926,SELL
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,836080.5530770001,42.8230141349791,20.80630482473124,3.8624766240982003,1128163.48086,292082.92778299993,-60268.30472100014,-7.085218716452761,1.2505111208253286,1.128194920498855,4572.403463090894,1844.2118863229146,541.905,157522.46,0.21255851315096552,1.1992801372940889,65.56040683751743,54.66646598970615,52,407,40184,1,40184.0,281288.0,1,1.3825636601437314e-07,0.0,74107810.44,3877302.79029409,40184,0,0,Asian,40184.0,1844.2118863229146,541.905,2.4793265334644303,5110,12.71650408122636,2844,17413,22771,0.764700715822757,43.333167429822815,56.666832570177185,56.666832570177185,SELL
